_id,school,shirt,demographic,first,year,age,gender,major,conduct,status,going,checked,door,dietary,probable,created
{'$oid': '5993c3fa57cce66334f7d4e8'},University of Texas at Dallas,M,True,False,Junior,19.0,male,Software Engineerings,True,approved,False,False,False,[''],False,{'$date': '2017-08-16T04:03:06.572Z'}
{'$oid': '5993c9e657cce66334f7d4ec'},Colgate University,L,True,False,Freshman,18.0,Male,computer science,True,approved,False,False,False,['Kosher'],False,{'$date': '2017-08-16T04:28:22.220Z'}
{'$oid': '5993d4c657cce66334f7d4f6'},42 University/RIT,M,True,False,Sophomore,24.0,Other,Computer Science/Cybersecurity,True,approved,False,False,False,[''],False,{'$date': '2017-08-16T05:14:46.060Z'}
{'$oid': '5994344157cce66334f7d4f8'},Virginia Commonwealth University,L,True,False,Junior,20.0,male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-16T12:02:09.823Z'}
{'$oid': '5994388457cce66334f7d4fe'},McMaster University,M,True,False,Senior,21.0,Male,Software Engineering & Society,True,approved,False,False,False,[],False,{'$date': '2017-08-16T12:20:20.400Z'}
{'$oid': '59943d1457cce66334f7d505'},The Pennsylvania State University,L,True,False,Senior,20.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-16T12:39:48.528Z'}
{'$oid': '59944b3257cce66334f7d50a'},Clemson University,S,True,False,Junior,20.0,Female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-16T13:40:02.315Z'}
{'$oid': '59946c9d57cce66334f7d50f'},Arizona State University,S,True,False,Senior,22.0,Male,Software Engineering,True,approved,False,False,False,[],False,{'$date': '2017-08-16T16:02:37.492Z'}
{'$oid': '599475bb57cce66334f7d517'},Kent,M,True,True,Sophomore,23.0,Prefer Not To Say,Computer Networking Administration,True,approved,True,False,False,[],False,{'$date': '2017-08-16T16:41:31.452Z'}
{'$oid': '59947ad457cce66334f7d51b'},Penn State,L,True,False,Senior,23.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-16T17:03:16.509Z'}
{'$oid': '5994928b57cce66334f7d524'},MSIT,L,True,True,Senior,21.0,Male,B.TECH,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-16T18:44:27.315Z'}
{'$oid': '5994948f57cce66334f7d526'},Bowdoin College,XL,True,False,Junior,19.0,Male,Mathematics and Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-08-16T18:53:03.756Z'}
{'$oid': '5994abc457cce66334f7d52c'},University of Michigan,M,True,True,Junior,20.0,Male,IOE,True,approved,False,False,False,[''],False,{'$date': '2017-08-16T20:32:04.855Z'}
{'$oid': '5994bb2757cce66334f7d534'},Purdue University,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-16T21:37:43.357Z'}
{'$oid': '5994c27a57cce66334f7d53c'},Temple University,L,True,False,Sophomore,21.0,Male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-16T22:08:58.119Z'}
{'$oid': '5994c88557cce66334f7d540'},Kiel University of Applied Sciences,M,True,True,Graduate Student,27.0,Male,Information Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-16T22:34:45.030Z'}
{'$oid': '5994eddd57cce66334f7d546'},Monta Vista High School,M,True,False,High Schooler,15.0,Other,,True,approved,False,False,False,"['Vegetarian,Other']",False,{'$date': '2017-08-17T01:14:05.393Z'}
{'$oid': '5994f27c57cce66334f7d54c'},Youngstown State University,M,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-17T01:33:48.586Z'}
{'$oid': '59950c1757cce66334f7d550'},Miami University,M,True,False,Sophomore,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-17T03:23:03.525Z'}
{'$oid': '59951bf911db4e3c13e586fe'},University of Wisconsin - Madison,M,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-17T04:30:49.438Z'}
{'$oid': '5995307611db4e3c13e58702'},Duke University,XL,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-17T05:58:14.221Z'}
{'$oid': '59954b6e11db4e3c13e58706'},Hofstra,S,True,False,Sophomore,19.0,Female,Computer Engineering,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-08-17T07:53:18.401Z'}
{'$oid': '5995540b11db4e3c13e5870a'},Kent State University,XL,True,False,Junior,26.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-17T08:30:03.090Z'}
{'$oid': '599568b211db4e3c13e5870f'},Holmdel High School,XL,True,True,High Schooler,16.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-17T09:58:10.337Z'}
{'$oid': '5995982111db4e3c13e58713'},Tri-County Technical College,L,True,False,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,['Vegan'],False,{'$date': '2017-08-17T13:20:33.197Z'}
{'$oid': '5995b54311db4e3c13e58718'},Purdue University,S,True,False,Senior,23.0,Female,Mathematics with Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-17T15:24:51.728Z'}
{'$oid': '5995d35111db4e3c13e5871c'},University of Wisconsin - Madison,M,True,False,Senior,20.0,Male,Biomedical Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-17T17:33:05.575Z'}
{'$oid': '5995d8b011db4e3c13e5871e'},University of Illinois at Urbana-Champaign,M,True,True,Graduate Student,23.0,Male,Information Management,True,approved,False,False,False,[],False,{'$date': '2017-08-17T17:56:00.429Z'}
{'$oid': '5995fe3011db4e3c13e58722'},University of Wisconsin-Madison,M,True,False,Junior,22.0,Female,Computer Sciences,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2017-08-17T20:36:00.979Z'}
{'$oid': '599605b011db4e3c13e58726'},Manav Rachna International University,M,True,True,Graduate Student,21.0,Male,computer science and engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-17T21:08:00.472Z'}
{'$oid': '5996259911db4e3c13e5872a'},Boston University,L,True,False,Sophomore,19.0,Male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2017-08-17T23:24:09.181Z'}
{'$oid': '5996294911db4e3c13e5872e'},Bowling Green State University,XXL,True,False,Senior,23.0,Male,Computer Science,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2017-08-17T23:39:53.541Z'}
{'$oid': '59962ed911db4e3c13e58734'},Univeristy At Buffalo,M,True,False,Sophomore,19.0,Male,Computer Engineering,True,approved,True,False,False,['Gluten Free'],False,{'$date': '2017-08-18T00:03:37.600Z'}
{'$oid': '599641b311db4e3c13e58738'},Kent State University,L,True,False,Senior,29.0,Female,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-18T01:24:03.888Z'}
{'$oid': '59964c8a11db4e3c13e5873e'},Hudson High School,L,True,False,High Schooler,17.0,Male,Electrical and Computer Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-18T02:10:18.512Z'}
{'$oid': '59964e3311db4e3c13e58740'},University of Waterloo,S,True,False,Sophomore,19.0,Female,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-18T02:17:23.261Z'}
{'$oid': '59965ddb11db4e3c13e5875e'},Loyola University Chicago,M,True,True,Freshman,18.0,Female,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-18T03:24:11.338Z'}
{'$oid': '5996632811db4e3c13e58762'},University of Louisville,M,True,False,Sophomore,21.0,Male,Electrical and Computer Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-18T03:46:48.320Z'}
{'$oid': '599685d111db4e3c13e58766'},Carnegie Mellon University,M,True,False,Graduate Student,21.0,Male,Electrical and Computer Engineering,True,approved,False,False,False,[''],False,{'$date': '2017-08-18T06:14:41.050Z'}
{'$oid': '59968dfd11db4e3c13e5876c'},Kent State,M,True,False,Sophomore,27.0,Male,Computer Science,True,pending,False,False,False,[''],False,{'$date': '2017-08-18T06:49:33.821Z'}
{'$oid': '5996ac5111db4e3c13e58770'},University of Illinois at Urbana Champaign,S,True,False,Junior,19.0,Female,Computer Engineering,True,approved,False,False,False,['Other'],False,{'$date': '2017-08-18T08:58:57.023Z'}
{'$oid': '5996ead911db4e3c13e58776'},University of Cincinnati,M,True,False,Senior,22.0,Male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-08-18T13:25:45.227Z'}
{'$oid': '5996ee7511db4e3c13e58778'},University of Cincinnati,L,True,False,Senior,22.0,Female,Computer Science,True,approved,True,True,False,[],True,{'$date': '2017-08-18T13:41:09.782Z'}
{'$oid': '59970ce111db4e3c13e5877c'},Cuyahoga Community College,M,True,True,Sophomore,24.0,Male,Computer Networking,True,approved,True,False,False,[],False,{'$date': '2017-08-18T15:50:57.649Z'}
{'$oid': '5997162511db4e3c13e58780'},The University of Texas at Austin,M,True,False,Junior,20.0,Male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2017-08-18T16:30:29.124Z'}
{'$oid': '5997307c11db4e3c13e58784'},University of Illinois at Urbana-Champaign,M,True,False,Junior,20.0,Male,CS,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2017-08-18T18:22:52.377Z'}
{'$oid': '5997540011db4e3c13e58788'},Long Beach State - CSU,L,True,True,Junior,30.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-18T20:54:24.572Z'}
{'$oid': '599787abb404919b056bed0c'},"University of Colorado, Boulder",L,True,False,Junior,20.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-19T00:34:51.249Z'}
{'$oid': '5997c106b404919b056bed10'},Purdue University,M,True,False,Freshman,18.0,Male,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-19T04:39:34.290Z'}
{'$oid': '599842cb30effc9e240b8c66'},Kent State,L,True,True,Senior,23.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-19T13:53:15.195Z'}
{'$oid': '59989d79f9cbc62a40bb07c7'},Dalhousie University,L,True,False,Senior,21.0,Female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-19T20:20:09.567Z'}
{'$oid': '59989e07f9cbc62a40bb07c9'},Case Western Reserve University,L,True,False,Junior,21.0,Male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2017-08-19T20:22:31.102Z'}
{'$oid': '59999a223736d3f35199dc81'},University of Waterloo,M,True,False,Sophomore,22.0,Male,Computer science,True,approved,True,False,False,[],False,{'$date': '2017-08-20T14:18:10.060Z'}
{'$oid': '5999c4783736d3f35199dc8b'},Ohio State University,L,True,True,Freshman,19.0,Male,Electrical and Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2017-08-20T17:18:48.023Z'}
{'$oid': '599a171e3736d3f35199dc91'},St. Bonaventure Univeristy,M,True,False,Sophomore,19.0,Male,Computer Science & Biology,True,approved,False,False,False,[],False,{'$date': '2017-08-20T23:11:26.466Z'}
{'$oid': '599a1a233736d3f35199dc95'},Purdue University,L,True,False,Sophomore,19.0,Female,Computer Science,True,approved,False,False,False,[''],False,{'$date': '2017-08-20T23:24:19.352Z'}
{'$oid': '599a38d63736d3f35199dc98'},St Bonaventure University ,XL,True,True,Junior,19.0,Male,History,True,approved,False,False,False,['Gluten Free'],False,{'$date': '2017-08-21T01:35:18.395Z'}
{'$oid': '599ac2ac3736d3f35199dc9f'},Vilnius University Of Applied Science,M,True,False,Graduate Student,27.0,Male,Software Enginnering,True,approved,False,False,False,[''],False,{'$date': '2017-08-21T11:23:24.445Z'}
{'$oid': '599af0dd3736d3f35199dca3'},The Ohio State University,M,True,False,Junior,20.0,Male,Computer and Information Sciences,True,approved,False,False,False,[''],False,{'$date': '2017-08-21T14:40:29.097Z'}
{'$oid': '599afc583736d3f35199dca7'},university of waterloo,M,True,False,Senior,24.0,Male,psych,True,approved,False,False,False,[''],False,{'$date': '2017-08-21T15:29:28.346Z'}
