_id,school,shirt,demographic,first,year,age,gender,major,conduct,status,going,checked,door,dietary,probable,created,travel
{'$oid': '57a38556131077c375a349a0'},Purdue University-Main Campus,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-04T18:11:34.673Z'},True
{'$oid': '57a3863d131077c375a349a4'},Purdue University-Main Campus,S,True,False,Freshman,19.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-04T18:15:25.157Z'},True
{'$oid': '57a386cb131077c375a349a8'},Purdue University-Main Campus,L,True,True,Freshman,18.0,male,Computer science,True,approved,False,False,False,[],False,{'$date': '2016-08-04T18:17:47.442Z'},True
{'$oid': '57a3878c131077c375a349b0'},Purdue University,XL,True,False,Sophomore,20.0,male,Computer science,True,approved,False,False,False,[],False,{'$date': '2016-08-04T18:21:00.352Z'},
{'$oid': '57a387fb131077c375a349b2'},University of Cincinnati-Main Campus,L,True,False,Junior,21.0,female,Computer science,True,approved,True,True,False,[],True,{'$date': '2016-08-04T18:22:51.364Z'},True
{'$oid': '57a38a05131077c375a349b6'},Purdue University-Main Campus,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-04T18:31:33.331Z'},True
{'$oid': '57a3905c3e305d577958fbc3'},Purdue University-Main Campus,S,True,False,Freshman,18.0,male,Mathematics,True,approved,False,False,False,['Vegan'],False,{'$date': '2016-08-04T18:58:36.216Z'},False
{'$oid': '57a391dc3e305d577958fbc9'},Purdue University,M,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-04T19:05:00.305Z'},True
{'$oid': '57a392013e305d577958fbcb'},Purdue University-Main Campus,L,True,True,Freshman,18.0,male,computer engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-04T19:05:37.998Z'},True
{'$oid': '57a395313e305d577958fbcf'},Kent State University at Kent,M,True,False,Junior,23.0,male,Digital Science,True,approved,False,False,False,['Vegetarian'],True,{'$date': '2016-08-04T19:19:13.621Z'},
{'$oid': '57a3a71bdde74f6e7ab06aed'},Purdue University-Main Campus,S,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-04T20:35:39.663Z'},True
{'$oid': '57a3abb2dde74f6e7ab06aef'},University of Maryland-College Park,M,True,True,Sophomore,23.0,male,Computer Science,True,approved,False,True,False,['Vegetarian'],False,{'$date': '2016-08-04T20:55:14.604Z'},True
{'$oid': '57a3bc52dde74f6e7ab06af3'},Purdue University,S,True,False,Junior,20.0,female,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-04T22:06:10.560Z'},True
{'$oid': '57a3c8ecdde74f6e7ab06af9'},Make School,L,True,False,Senior,21.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-04T22:59:56.050Z'},True
{'$oid': '57a3d112dde74f6e7ab06aff'},Cornell University,S,True,False,Junior,20.0,female,Information Science,True,approved,False,False,False,[],False,{'$date': '2016-08-04T23:34:42.193Z'},True
{'$oid': '57a3d78adde74f6e7ab06b03'},Purdue University-Main Campus,XL,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-05T00:02:18.032Z'},True
{'$oid': '57a3e27fdde74f6e7ab06b09'},University of California-Berkeley,M,True,False,Sophomore,18.0,male,Electrical Engineering & Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-05T00:49:03.579Z'},True
{'$oid': '57a3ee69dde74f6e7ab06b0d'},Purdue University-Main Campus,XL,True,False,Junior,20.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-05T01:39:53.934Z'},True
{'$oid': '57a41d973295f7bc7f459b26'},Purdue University-Main Campus,M,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-05T05:01:11.281Z'},True
{'$oid': '57a424473295f7bc7f459b2a'},Purdue University-Main Campus,L,True,False,Graduate Student,24.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-05T05:29:43.714Z'},True
{'$oid': '57a457a13295f7bc7f459b2e'},Purdue University,M,True,False,Sophomore,20.0,male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2016-08-05T09:08:49.458Z'},True
{'$oid': '57a4aec93295f7bc7f459b32'},Purdue University-Main Campus,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-05T15:20:41.906Z'},True
{'$oid': '57a4bf1e3295f7bc7f459b39'},Eastern Michigan University,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-05T16:30:22.166Z'},True
{'$oid': '57a4c4f73295f7bc7f459b3d'},Eastern Michigan University,M,True,False,Senior,21.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-05T16:55:19.083Z'},True
{'$oid': '57a4eb9019db98bd0cd03989'},Purdue University-Main Campus,M,True,True,Freshman,17.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-05T19:40:00.765Z'},
{'$oid': '57a4f45f19db98bd0cd0398d'},Montgomery Community College,M,True,True,Sophomore,20.0,male,Game Design,True,approved,True,True,False,[],True,{'$date': '2016-08-05T20:17:35.090Z'},True
{'$oid': '57a535887467ab4411f43e98'},Purdue University-Main Campus,L,True,False,Freshman,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-06T00:55:36.632Z'},
{'$oid': '57a539f47467ab4411f43e9c'},Purdue University-Main Campus,L,True,True,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-06T01:14:28.647Z'},True
{'$oid': '57a5489b7467ab4411f43ea0'},Purdue University-Main Campus,M,True,False,Junior,19.0,male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2016-08-06T02:16:59.445Z'},
{'$oid': '57a549d47467ab4411f43ea4'},Purdue University-Main Campus,S,True,False,Sophomore,18.0,male,computer science,True,approved,False,False,False,[],False,{'$date': '2016-08-06T02:22:12.686Z'},True
{'$oid': '57a54c207467ab4411f43ea8'},Purdue University-Main Campus,L,True,True,Junior,19.0,male,Computer Information Technology,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-06T02:32:00.417Z'},
{'$oid': '57a54d057467ab4411f43eac'},Purdue University-Main Campus,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-06T02:35:49.333Z'},True
{'$oid': '57a5570e7467ab4411f43eb2'},Purdue University-Main Campus,L,True,True,Freshman,17.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-06T03:18:38.614Z'},True
{'$oid': '57a558927467ab4411f43eb4'},Kent State University at Kent,L,True,False,Graduate Student,30.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-06T03:25:06.461Z'},
{'$oid': '57a56fc4a99c1eb615100f2f'},Eastern Michigan University,M,True,False,Junior,20.0,male,Computer Science,True,approved,False,False,False,['Other'],False,{'$date': '2016-08-06T05:04:04.473Z'},True
{'$oid': '57a5752da99c1eb615100f33'},Kent State University at Kent,XL,True,False,Junior,25.0,male,Digital science,True,approved,False,True,False,[],True,{'$date': '2016-08-06T05:27:09.612Z'},False
{'$oid': '57a58e78a99c1eb615100f39'},Kent State University at Kent,M,True,False,Graduate Student,23.0,male,Computer and information science,True,approved,False,False,False,['Other'],True,{'$date': '2016-08-06T07:15:04.874Z'},False
{'$oid': '57a5b748a99c1eb615100f3d'},Purdue University-Main Campus,S,True,True,Freshman,18.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-06T10:09:12.584Z'},True
{'$oid': '57a6250e970c44c925aefbd7'},Purdue University-Main Campus,M,True,True,Freshman,17.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-06T17:57:34.765Z'},True
{'$oid': '57a68847b2db93cd2b821248'},Purdue University,M,True,False,Sophomore,19.0,male,"Neurobiology & Physiology, and Computer Science",True,approved,False,False,False,[],False,{'$date': '2016-08-07T01:00:55.856Z'},True
{'$oid': '57a6a9eab2db93cd2b82124c'},Carnegie Mellon,L,True,True,Junior,20.0,male,Statistics,True,approved,False,False,False,[],True,{'$date': '2016-08-07T03:24:26.104Z'},
{'$oid': '57a706b7b2db93cd2b821254'},Oakland Community College,L,True,False,Junior,21.0,male,Computer Science,True,approved,True,False,False,[],True,{'$date': '2016-08-07T10:00:23.995Z'},
{'$oid': '57a74963b2db93cd2b821258'},Kent State University at Kent,M,True,False,Graduate Student,24.0,male,UXD,True,approved,False,True,False,[],True,{'$date': '2016-08-07T14:44:51.733Z'},
{'$oid': '57a77fe8b2db93cd2b82125c'},University of California-Los Angeles,S,True,False,Sophomore,20.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-07T18:37:28.351Z'},True
{'$oid': '57a791ceb2db93cd2b821260'},Kent State University at Kent,M,True,False,Graduate Student,32.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-07T19:53:50.515Z'},
{'$oid': '57a7d16c5856701441ec1f2a'},Kent State University at Kent,XL,True,False,Senior,24.0,male,Digital Science,True,approved,True,True,False,[],True,{'$date': '2016-08-08T00:25:16.133Z'},True
{'$oid': '57a80db00936010946766bed'},Purdue University-Main Campus,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T04:42:24.801Z'},True
{'$oid': '57a82ffed39c191648af8e1f'},University of California-Santa Barbara,M,True,False,Senior,22.0,male,Mathematics + Statistical Sciences,True,approved,False,False,False,[],False,{'$date': '2016-08-08T07:08:46.384Z'},True
{'$oid': '57a851dfd39c191648af8e24'},Purdue University-Main Campus,L,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T09:33:19.140Z'},True
{'$oid': '57a8b108d39c191648af8e32'},Bucknell University,M,True,False,Sophomore,18.0,male,Computer Science & Engineering,True,approved,False,False,False,['Vegetarian'],False,{'$date': '2016-08-08T16:19:20.786Z'},True
{'$oid': '57a8b1554516e4dc4d3932f3'},Kent State University at Stark,L,True,False,Junior,21.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-08T16:20:37.045Z'},True
{'$oid': '57a8b1574516e4dc4d3932f5'},Youngstown State University,M,True,False,Freshman,19.0,male,Information Technology,True,approved,True,True,False,[],False,{'$date': '2016-08-08T16:20:39.043Z'},True
{'$oid': '57a8b1724516e4dc4d3932f7'},University of Minnesota-Twin Cities,M,True,False,Freshman,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:21:06.346Z'},True
{'$oid': '57a8b1d109b58cee4d03c157'},The University of Texas at Austin,L,True,False,Graduate Student,23.0,male,Electrical Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:22:41.560Z'},True
{'$oid': '57a8b1dc09b58cee4d03c159'},University of Illinois at Urbana-Champaign,L,True,False,Sophomore,18.0,male,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:22:52.508Z'},True
{'$oid': '57a8b2c9a2c1a11e4e5ae890'},Kent state university,L,True,True,Graduate Student,27.0,female,Computer science,True,approved,False,True,False,['Vegetarian'],True,{'$date': '2016-08-08T16:26:49.885Z'},True
{'$oid': '57a8b2caa2c1a11e4e5ae892'},Kent State University at Kent,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-08T16:26:50.831Z'},
{'$oid': '57a8b38ca2c1a11e4e5ae896'},Case Western Reserve University,L,True,True,Sophomore,19.0,male,Computer Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:30:04.944Z'},
{'$oid': '57a8b4c2a2c1a11e4e5ae89d'},Case Western Reserve University,M,True,True,Senior,21.0,male,Mathematics,True,approved,False,False,False,['Other'],False,{'$date': '2016-08-08T16:35:14.710Z'},False
{'$oid': '57a8b51364584e584ec8a853'},Case Western Reserve University,L,True,False,Senior,21.0,male,Computer Science,True,approved,True,True,False,[],False,{'$date': '2016-08-08T16:36:35.759Z'},True
{'$oid': '57a8b61f64584e584ec8a85c'},Marcellus High School,L,True,False,High School,16.0,male,High school,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:41:03.348Z'},True
{'$oid': '57a8b63164584e584ec8a85e'},University of Illinois at Urbana Champaign,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,False,False,False,"['Vegetarian', 'Vegan']",False,{'$date': '2016-08-08T16:41:21.126Z'},True
{'$oid': '57a8b7e6f534fc8e4ebb6f05'},Case Western Reserve University,M,True,True,Junior,20.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:48:38.896Z'},True
{'$oid': '57a8b914f534fc8e4ebb6f0b'},Case Western Reserve University,L,True,False,Junior,20.0,male,computer science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T16:53:40.792Z'},
{'$oid': '57a8bb01f534fc8e4ebb6f13'},Illinois State University,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T17:01:53.562Z'},True
{'$oid': '57a8bb60f534fc8e4ebb6f15'},Case Western Reserve University,M,True,False,Junior,20.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T17:03:28.254Z'},True
{'$oid': '57a8bbd6f534fc8e4ebb6f19'},Georgia Institute of Technology-Main Campus,M,True,False,Freshman,18.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-08T17:05:26.021Z'},True
{'$oid': '57a8be92f534fc8e4ebb6f23'},Kent State University at Kent,S,True,False,High School,30.0,male,CS,True,pending,False,False,False,[],False,{'$date': '2016-08-08T17:17:06.568Z'},
{'$oid': '57a8bf83f534fc8e4ebb6f27'},Kent State University at Kent,XL,True,True,Sophomore,20.0,female,Fashion Design,True,approved,False,False,False,[],True,{'$date': '2016-08-08T17:21:07.227Z'},
{'$oid': '57a8bfe8f534fc8e4ebb6f29'},Ohio State University-Main Campus,S,True,False,Senior,21.0,male,Computer Science and Engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-08T17:22:48.731Z'},True
{'$oid': '57a8c08af534fc8e4ebb6f2f'},Kent State University at Kent,M,True,False,Graduate Student,21.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-08T17:25:30.153Z'},
{'$oid': '57a8c13df534fc8e4ebb6f33'},Ohio State University-Main Campus,L,True,False,Junior,19.0,male,Electrical and Computer Engineering,True,approved,True,True,False,[],True,{'$date': '2016-08-08T17:28:29.988Z'},
{'$oid': '57a8c440f534fc8e4ebb6f3b'},University of Cincinnati-Main Campus,L,True,False,Junior,21.0,other,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-08T17:41:20.901Z'},True
{'$oid': '57a8c5e6f534fc8e4ebb6f3f'},"Higher school of computer science enginnering, Algiers",S,True,False,Graduate Student,23.0,male,Computer engineering,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2016-08-08T17:48:22.561Z'},True
{'$oid': '57a8c77ef534fc8e4ebb6f43'},Case Western Reserve University,M,True,False,Sophomore,19.0,male,Computer Science,True,approved,True,False,False,['Vegetarian'],True,{'$date': '2016-08-08T17:55:10.493Z'},True
{'$oid': '57a8c7c5f534fc8e4ebb6f45'},Case Western Reserve University,S,True,False,Sophomore,19.0,male,Computer Engineering,True,approved,False,True,False,[],True,{'$date': '2016-08-08T17:56:21.979Z'},True
{'$oid': '57a8c969f534fc8e4ebb6f49'},Ohio State University-Newark Campus,M,True,True,Sophomore,20.0,male,Computer science,True,approved,True,False,False,[],True,{'$date': '2016-08-08T18:03:21.074Z'},False
{'$oid': '57a8cb6cc8c24c734f4b4389'},University of Colorado Boulder,L,True,False,Sophomore,19.0,male,Computer Science & Economics,True,approved,False,False,False,[],False,{'$date': '2016-08-08T18:11:56.814Z'},True
{'$oid': '57a8cc3fc8c24c734f4b438d'},Case Western Reserve University,M,True,False,Senior,20.0,male,Biomedical Engineering,True,approved,False,False,False,['Vegetarian'],True,{'$date': '2016-08-08T18:15:27.384Z'},
{'$oid': '57a8ccb8c8c24c734f4b4391'},Case Western Reserve University,L,True,True,Senior,21.0,female,Computer Science,True,approved,True,True,False,['Vegetarian'],True,{'$date': '2016-08-08T18:17:28.648Z'},True
{'$oid': '57a8d1bcc8c24c734f4b439e'},Case Western Reserve University,S,True,True,Senior,22.0,female,Computer Engineering,True,approved,False,False,False,['Vegetarian'],True,{'$date': '2016-08-08T18:38:52.703Z'},False
{'$oid': '57a8d23fc8c24c734f4b43a2'},University of Illinois at Urbana Champaign,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T18:41:03.630Z'},True
{'$oid': '57a8d482c8c24c734f4b43a6'},"Indian Institute of Technology, Roorkee",M,True,True,Junior,19.0,male,electrical engineering,True,approved,False,False,False,[],False,{'$date': '2016-08-08T18:50:42.749Z'},True
{'$oid': '57a8dc96b5e2f63d500507d6'},Case Western Reserve University,M,True,False,Junior,20.0,male,Computer Science,True,approved,False,False,False,[],True,{'$date': '2016-08-08T19:25:10.678Z'},
{'$oid': '57a8de3eb5e2f63d500507d8'},Moscow Institute of Physics and Technology,M,True,False,Graduate Student,22.0,male,Applied Mathematics,True,approved,False,False,False,[],False,{'$date': '2016-08-08T19:32:14.682Z'},True
{'$oid': '57a8df46b5e2f63d500507da'},Case Western Reserve University,S,True,True,Junior,20.0,female,Electrical & Computer Engineering,True,approved,True,False,False,[],True,{'$date': '2016-08-08T19:36:38.373Z'},True
{'$oid': '57a8e1e2a438f2b5508c6af4'},Vanderbilt University,M,True,False,Senior,22.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T19:47:46.855Z'},True
{'$oid': '57a8e534a438f2b5508c6b00'},CUNY Bernard M Baruch College,M,True,True,Junior,19.0,male,computer information systems,True,approved,False,False,False,[],False,{'$date': '2016-08-08T20:01:56.608Z'},True
{'$oid': '57a8e595a438f2b5508c6b02'},Rensselaer Polytechnic Institute,S,True,False,Freshman,18.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T20:03:33.104Z'},True
{'$oid': '57a8e5e6a438f2b5508c6b04'},Case Western Reserve University,M,True,False,Junior,21.0,male,Computer Science and Cognitive Science,True,approved,False,False,False,[],True,{'$date': '2016-08-08T20:04:54.947Z'},True
{'$oid': '57a8e83da438f2b5508c6b0a'},The University of Alabama in Huntsville,M,True,False,Senior,21.0,male,Cyber Security,True,approved,False,False,False,[],False,{'$date': '2016-08-08T20:14:53.840Z'},True
{'$oid': '57a8e9b5a438f2b5508c6b0e'},Case Western Reserve University,M,True,False,Junior,20.0,female,chemistry,True,approved,False,False,False,[],True,{'$date': '2016-08-08T20:21:09.445Z'},True
{'$oid': '57a8eccb5a1f132153c0f901'},Youngstown State University,L,True,False,Sophomore,29.0,male,Computer Science,True,approved,True,True,False,[],True,{'$date': '2016-08-08T20:34:19.718Z'},
{'$oid': '57a8ed425a1f132153c0f903'},Hampton University,XL,True,False,Graduate Student,28.0,male,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T20:36:18.890Z'},True
{'$oid': '57a8f0625a1f132153c0f909'},Case Western Reserve University,M,True,False,Senior,21.0,male,Computer Science,True,approved,False,False,False,['Vegetarian'],True,{'$date': '2016-08-08T20:49:38.248Z'},True
{'$oid': '57a8f1445a1f132153c0f90b'},University of Waterloo,S,True,False,Junior,20.0,female,Computer Science,True,approved,False,False,False,[],False,{'$date': '2016-08-08T20:53:24.874Z'},True
{'$oid': '57a9085b5a1f132153c0f913'},California Academy of Mathematics and Science,M,True,True,High School,15.0,male,Undecided,True,approved,False,False,False,[],False,{'$date': '2016-08-08T22:31:55.237Z'},True
{'$oid': '57a90ba85a1f132153c0f919'},Anna University,M,True,False,Senior,20.0,male,Computer Science,True,approved,True,False,False,"['Vegetarian', 'Vegan']",False,{'$date': '2016-08-08T22:46:00.234Z'},True
{'$oid': '57a919db6ab6e9b5544b3515'},University of Illinois at Urbana-Champaign,M,True,False,Sophomore,18.0,male,Computer Science,True,approved,True,False,False,['Vegetarian'],False,{'$date': '2016-08-08T23:46:35.541Z'},True
{'$oid': '57a91cfb6ab6e9b5544b351c'},Dickinson College,XL,True,True,Senior,22.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-08T23:59:55.483Z'},True
{'$oid': '57a91d886ab6e9b5544b351e'},Bloomfield Hills High School,M,True,False,High School,14.0,male,High School Stuff,True,approved,False,False,False,[],False,{'$date': '2016-08-09T00:02:16.182Z'},True
{'$oid': '57a921c26ab6e9b5544b3522'},Arizona State University-Tempe,M,True,False,Sophomore,20.0,male,Computer Science,True,approved,True,False,False,[],False,{'$date': '2016-08-09T00:20:18.510Z'},True
{'$oid': '57a923076ab6e9b5544b3529'},Youngstown State University,S,True,False,Senior,21.0,male,Computer Information Systems,True,approved,True,True,False,[],True,{'$date': '2016-08-09T00:25:43.474Z'},
{'$oid': '57a9233b6ab6e9b5544b352b'},Brock University,M,True,False,Senior,20.0,male,Computer Science and Math,True,approved,False,False,False,[],False,{'$date': '2016-08-09T00:26:35.576Z'},True
